doc_id,length
official_macro_dcoilwtico_2011-08-15,65
official_macro_dcoilwtico_2011-08-16,65
official_macro_dcoilwtico_2011-08-17,65
official_macro_dcoilwtico_2011-08-18,65
official_macro_dcoilwtico_2011-08-19,65
official_macro_dcoilwtico_2011-08-22,65
official_macro_dcoilwtico_2011-08-23,65
official_macro_dcoilwtico_2011-08-24,65
official_macro_dcoilwtico_2011-08-25,65
official_macro_dcoilwtico_2011-08-26,65
official_macro_dcoilwtico_2011-08-29,65
official_macro_dcoilwtico_2011-08-30,65
official_macro_dcoilwtico_2011-08-31,65
official_macro_dcoilwtico_2011-09-01,65
official_macro_dcoilwtico_2011-09-02,65
official_macro_dcoilwtico_2011-09-06,65
official_macro_dcoilwtico_2011-09-07,65
official_macro_dcoilwtico_2011-09-08,65
official_macro_dcoilwtico_2011-09-09,65
official_macro_dcoilwtico_2011-09-12,65
official_macro_dcoilwtico_2011-09-13,65
official_macro_dcoilwtico_2011-09-14,65
official_macro_dcoilwtico_2011-09-15,65
official_macro_dcoilwtico_2011-09-16,65
official_macro_dcoilwtico_2011-09-19,65
official_macro_dcoilwtico_2011-09-20,65
official_macro_dcoilwtico_2011-09-21,65
official_macro_dcoilwtico_2011-09-22,65
official_macro_dcoilwtico_2011-09-23,65
official_macro_dcoilwtico_2011-09-26,65
official_macro_dcoilwtico_2011-09-27,65
official_macro_dcoilwtico_2011-09-28,65
official_macro_dcoilwtico_2011-09-29,65
official_macro_dcoilwtico_2011-09-30,65
official_macro_dcoilwtico_2011-10-03,65
official_macro_dcoilwtico_2011-10-04,65
official_macro_dcoilwtico_2011-10-05,65
official_macro_dcoilwtico_2011-10-06,65
official_macro_dcoilwtico_2011-10-07,65
official_macro_dcoilwtico_2011-10-10,65
official_macro_dcoilwtico_2011-10-11,65
official_macro_dcoilwtico_2011-10-12,65
official_macro_dcoilwtico_2011-10-13,65
official_macro_dcoilwtico_2011-10-14,65
official_macro_dcoilwtico_2011-10-17,65
official_macro_dcoilwtico_2011-10-18,65
official_macro_dcoilwtico_2011-10-19,65
official_macro_dcoilwtico_2011-10-20,65
official_macro_dcoilwtico_2011-10-21,65
official_macro_dcoilwtico_2011-10-24,65
official_macro_dcoilwtico_2011-10-25,65
official_macro_dcoilwtico_2011-10-26,65
official_macro_dcoilwtico_2011-10-27,65
official_macro_dcoilwtico_2011-10-28,65
official_macro_dcoilwtico_2011-10-31,65
official_macro_dcoilwtico_2011-11-01,65
official_macro_dcoilwtico_2011-11-02,65
official_macro_dcoilwtico_2011-11-03,65
official_macro_dcoilwtico_2011-11-04,65
official_macro_dcoilwtico_2011-11-07,65
official_macro_dcoilwtico_2011-11-08,65
official_macro_dcoilwtico_2011-11-09,65
official_macro_dcoilwtico_2011-11-10,65
official_macro_dcoilwtico_2011-11-11,65
official_macro_dcoilwtico_2011-11-14,65
official_macro_dcoilwtico_2011-11-15,65
official_macro_dcoilwtico_2011-11-16,65
official_macro_dcoilwtico_2011-11-17,65
official_macro_dcoilwtico_2011-11-18,65
official_macro_dcoilwtico_2011-11-21,65
official_macro_dcoilwtico_2011-11-22,65
official_macro_dcoilwtico_2011-11-23,65
official_macro_dcoilwtico_2011-11-25,65
official_macro_dcoilwtico_2011-11-28,65
official_macro_dcoilwtico_2011-11-29,65
official_macro_dcoilwtico_2011-11-30,65
official_macro_dcoilwtico_2011-12-01,65
official_macro_dcoilwtico_2011-12-02,65
official_macro_dcoilwtico_2011-12-05,65
official_macro_dcoilwtico_2011-12-06,65
official_macro_dcoilwtico_2011-12-07,65
official_macro_dcoilwtico_2011-12-08,65
official_macro_dcoilwtico_2011-12-09,65
official_macro_dcoilwtico_2011-12-12,65
official_macro_dcoilwtico_2011-12-13,65
official_macro_dcoilwtico_2011-12-14,65
official_macro_dcoilwtico_2011-12-15,65
official_macro_dcoilwtico_2011-12-16,65
official_macro_dcoilwtico_2011-12-19,65
official_macro_dcoilwtico_2011-12-20,65
official_macro_dcoilwtico_2011-12-21,65
official_macro_dcoilwtico_2011-12-22,65
official_macro_dcoilwtico_2011-12-23,65
official_macro_dcoilwtico_2011-12-27,65
official_macro_dcoilwtico_2011-12-28,65
official_macro_dcoilwtico_2011-12-29,65
official_macro_dcoilwtico_2011-12-30,65
official_macro_dcoilwtico_2012-01-03,65
official_macro_dcoilwtico_2012-01-04,65
official_macro_dcoilwtico_2012-01-05,65
official_macro_dcoilwtico_2012-01-06,65
official_macro_dcoilwtico_2012-01-09,65
official_macro_dcoilwtico_2012-01-10,65
official_macro_dcoilwtico_2012-01-11,65
official_macro_dcoilwtico_2012-01-12,65
official_macro_dcoilwtico_2012-01-13,65
official_macro_dcoilwtico_2012-01-17,65
official_macro_dcoilwtico_2012-01-18,65
official_macro_dcoilwtico_2012-01-19,65
official_macro_dcoilwtico_2012-01-20,65
official_macro_dcoilwtico_2012-01-23,65
official_macro_dcoilwtico_2012-01-24,65
official_macro_dcoilwtico_2012-01-25,65
official_macro_dcoilwtico_2012-01-26,65
official_macro_dcoilwtico_2012-01-27,65
official_macro_dcoilwtico_2012-01-30,65
official_macro_dcoilwtico_2012-01-31,65
official_macro_dcoilwtico_2012-02-01,65
official_macro_dcoilwtico_2012-02-02,65
official_macro_dcoilwtico_2012-02-03,65
official_macro_dcoilwtico_2012-02-06,65
official_macro_dcoilwtico_2012-02-07,65
official_macro_dcoilwtico_2012-02-08,65
official_macro_dcoilwtico_2012-02-09,65
official_macro_dcoilwtico_2012-02-10,65
official_macro_dcoilwtico_2012-02-13,65
official_macro_dcoilwtico_2012-02-14,65
official_macro_dcoilwtico_2012-02-15,65
official_macro_dcoilwtico_2012-02-16,65
official_macro_dcoilwtico_2012-02-17,65
official_macro_dcoilwtico_2012-02-21,65
official_macro_dcoilwtico_2012-02-22,65
official_macro_dcoilwtico_2012-02-23,65
official_macro_dcoilwtico_2012-02-24,65
official_macro_dcoilwtico_2012-02-27,65
official_macro_dcoilwtico_2012-02-28,65
official_macro_dcoilwtico_2012-02-29,65
official_macro_dcoilwtico_2012-03-01,65
official_macro_dcoilwtico_2012-03-02,65
official_macro_dcoilwtico_2012-03-05,65
official_macro_dcoilwtico_2012-03-06,65
official_macro_dcoilwtico_2012-03-07,65
official_macro_dcoilwtico_2012-03-08,65
official_macro_dcoilwtico_2012-03-09,65
official_macro_dcoilwtico_2012-03-12,65
official_macro_dcoilwtico_2012-03-13,65
official_macro_dcoilwtico_2012-03-14,65
official_macro_dcoilwtico_2012-03-15,65
