ticker,company,source_type,url,crawler_grade,needs_js,checked_at,http_status,final_url,title,fetch_error,page_years_2010_2023,option_years_2010_2023,train_year_hints_2010_2021,test_year_hints_2021_2023,same_site_historical_links_seen,sample_1_url,sample_1_status,sample_1_title,sample_1_years,sample_1_fulltext_like,sample_2_url,sample_2_status,sample_2_title,sample_2_years,sample_2_fulltext_like,historical_coverage_grade,historical_coverage_note
KO,Coca-Cola,press_releases_archive,https://investors.coca-colacompany.com/news-events/press-releases,browser_or_api_needed,yes,2026-05-13T11:27:17Z,200,https://investors.coca-colacompany.com/news-events/press-releases,Press Releases :: The Coca-Cola Company (KO),,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,2021|2022|2023,0,,,,,,,,,,,js_or_vendor_api_unknown,Likely archive behind JS/Q4/vendor API; direct HTML does not prove historical coverage.
MCD,McDonald's,company_news_archive,https://corporate.mcdonalds.com/corpmcd/en-us/CorpNewsroom.html,browser_or_api_needed,yes,2026-05-13T11:27:18Z,200,https://corporate.mcdonalds.com/corpmcd/en-us/CorpNewsroom.html,Newsroom,,,,,,0,,,,,,,,,,,js_or_vendor_api_unknown,Likely archive behind JS/Q4/vendor API; direct HTML does not prove historical coverage.
MCD,McDonald's,earnings_results_archive,https://investor.mcdonalds.com/financial-information/quarterly-results/default.aspx,browser_or_api_needed,yes,2026-05-13T11:27:19Z,200,https://corporate.mcdonalds.com/corpmcd/investors.html,"Investor Information, Services, and Relations | McDonald’s",,,,,,0,,,,,,,,,,,js_or_vendor_api_unknown,Likely archive behind JS/Q4/vendor API; direct HTML does not prove historical coverage.
MCD,McDonald's,press_releases_archive,https://investor.mcdonalds.com/news-releases,browser_or_api_needed,yes,2026-05-13T11:27:19Z,200,https://corporate.mcdonalds.com/corpmcd/investors.html,"Investor Information, Services, and Relations | McDonald’s",,,,,,0,,,,,,,,,,,js_or_vendor_api_unknown,Likely archive behind JS/Q4/vendor API; direct HTML does not prove historical coverage.
MMM,3M,company_news_archive,https://news.3m.com/press-releases,browser_or_api_needed,no,2026-05-13T11:27:18Z,200,https://news.3m.com/press-releases,3M News Center - Press Releases,,2021|2022|2023,2021|2022|2023,2021,2021|2022|2023,0,,,,,,,,,,,js_or_vendor_api_unknown,Likely archive behind JS/Q4/vendor API; direct HTML does not prove historical coverage.
MMM,3M,earnings_results_archive,https://investors.3m.com/financials/quarterly-earnings,browser_or_api_needed,yes,2026-05-13T11:27:22Z,200,https://investors.3m.com/financials/quarterly-earnings,Quarterly Earnings :: 3M Company (MMM),,2020|2021|2022|2023,,2020|2021,2021|2022|2023,14,https://investors.3m.com/news-events/press-releases/detail/84/3m-reports-fourth-quarter-and-full-year-2021-results,200,3M Reports Fourth-Quarter and Full-Year 2021 Results :: 3M Company (MMM),2017|2018|2020|2021|2022,True,https://investors.3m.com/news-events/press-releases/detail/96/3m-reports-third-quarter-2021-results,200,3M Reports Third-Quarter 2021 Results :: 3M Company (MMM),2017|2018|2020|2021,True,confirmed_historical_fulltext,At least one 2010-2021 detail page was fetched and looks like full text.
MMM,3M,press_releases_archive,https://investors.3m.com/news-events/press-releases,browser_or_api_needed,yes,2026-05-13T11:27:20Z,200,https://investors.3m.com/news-events/press-releases,Press Releases :: 3M Company (MMM),,2021|2022|2023,2021|2022|2023,2021,2021|2022|2023,0,,,,,,,,,,,js_or_vendor_api_unknown,Likely archive behind JS/Q4/vendor API; direct HTML does not prove historical coverage.
MRK,Merck,company_news_archive,https://www.merck.com/media/news/,blocked_or_forbidden,no,2026-05-13T11:27:19Z,200,https://www.merck.com/media/news/,News releases - Merck.com,,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,2021|2022|2023,0,,,,,,,,,,,weak_historical_hint,"Only weak train-period hints, no good detail link found."
MRK,Merck,earnings_results_archive,https://www.merck.com/investor-relations/,blocked_or_forbidden,yes,2026-05-13T11:27:59Z,200,https://www.merck.com/investor-relations/,Investor relations - Merck.com,,2015|2016|2017|2018|2019|2020|2021|2022|2023,2015|2016|2017|2018|2019|2020|2021|2022|2023,2015|2016|2017|2018|2019|2020|2021,2021|2022|2023,2,https://www.merck.com/wp-content/uploads/sites/124/2023/12/2023-Sustainability-Bond-Report-Final.pdf,200,,2023,False,https://www.merck.com/wp-content/uploads/sites/124/2022/12/Merck-Sustainability-Bond-Report-2022.pdf,200,,2022,False,historical_index_likely,Index exposes broad 2010-2021 link/year evidence; detail crawler still needs validation.
MRK,Merck,press_releases_archive,https://www.merck.com/newsroom/,blocked_or_forbidden,no,2026-05-13T11:27:20Z,200,https://www.merck.com/media/news/,News releases - Merck.com,,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,2021|2022|2023,0,,,,,,,,,,,weak_historical_hint,"Only weak train-period hints, no good detail link found."
MSFT,Microsoft,company_news_archive,https://news.microsoft.com/source/,crawler_ready,no,2026-05-13T11:27:20Z,200,https://news.microsoft.com/source/,Microsoft Source,,,,,,0,,,,,,,,,,,no_2010_2021_evidence,No train-window evidence found by direct HTML scan.
MSFT,Microsoft,earnings_results_archive,https://www.microsoft.com/en-us/Investor/earnings,crawler_ready,no,2026-05-13T11:27:21Z,200,https://www.microsoft.com/en-us/Investor/earnings/default,Default,,,,,,0,,,,,,,,,,,no_2010_2021_evidence,No train-window evidence found by direct HTML scan.
MSFT,Microsoft,press_releases_archive,https://news.microsoft.com/source/tag/press-releases/,crawler_ready,no,2026-05-13T11:27:20Z,200,https://news.microsoft.com/source/tag/press-releases/,Press releases Archives - Source,,,,,,0,,,,,,,,,,,no_2010_2021_evidence,No train-window evidence found by direct HTML scan.
NKE,Nike,company_news_archive,https://news.nike.com/,crawler_ready,no,2026-05-13T11:27:24Z,200,https://about.nike.com/en/newsroom,"NIKE, Inc. Newsroom: Press Releases, Product Announcements and Media Resources —",,,,,,0,,,,,,,,,,,no_2010_2021_evidence,No train-window evidence found by direct HTML scan.
NKE,Nike,earnings_results_archive,https://investors.nike.com/investors/news-events-and-reports/quarterly-earnings/default.aspx,browser_or_api_needed,yes,2026-05-13T11:27:21Z,403,https://investors.nike.com/investors/news-events-and-reports/quarterly-earnings/default.aspx,Just a moment...,,,,,,0,,,,,,,,,,,blocked_or_failed,Current fetch failed/forbidden; cannot validate history from this URL.
NKE,Nike,press_releases_archive,https://investors.nike.com/investors/news-events-and-reports/investor-news/default.aspx,browser_or_api_needed,yes,2026-05-13T11:27:21Z,403,https://investors.nike.com/investors/news-events-and-reports/investor-news/default.aspx,Just a moment...,,,,,,0,,,,,,,,,,,blocked_or_failed,Current fetch failed/forbidden; cannot validate history from this URL.
PG,Procter & Gamble,company_news_archive,https://news.pg.com/news-releases,crawler_ready,no,2026-05-13T11:27:25Z,200,https://us.pg.com/newsroom/,Newsroom | P&G,,,,,,0,,,,,,,,,,,no_2010_2021_evidence,No train-window evidence found by direct HTML scan.
PG,Procter & Gamble,earnings_results_archive,https://www.pginvestor.com/news/default.aspx?category=financial,browser_or_api_needed,yes,2026-05-13T11:27:23Z,200,https://www.pginvestor.com/news/default.aspx?category=financial,News | Procter & Gamble Investor Relations,,,,,,0,,,,,,,,,,,js_or_vendor_api_unknown,Likely archive behind JS/Q4/vendor API; direct HTML does not prove historical coverage.
PG,Procter & Gamble,press_releases_archive,https://www.pginvestor.com/news/default.aspx,browser_or_api_needed,yes,2026-05-13T11:27:23Z,200,https://www.pginvestor.com/news/default.aspx,News | Procter & Gamble Investor Relations,,,,,,0,,,,,,,,,,,js_or_vendor_api_unknown,Likely archive behind JS/Q4/vendor API; direct HTML does not prove historical coverage.
