ticker,company,source_type,source_url,candidate_url,final_url,discovery_method,anchor_text,candidate_year,http_status,content_type,accepted,reject_reason,title,published_at,available_at,body_word_count,canonical_url,date_source
AAPL,Apple,company_news_archive,https://www.apple.com/newsroom/archive/,https://www.apple.com/newsroom/2020/12/a-landmark-year-of-giving-from-apple/,https://www.apple.com/newsroom/2020/12/a-landmark-year-of-giving-from-apple/,html_link,"APPLE STORIES A landmark year of giving from Apple December 16, 2020",2020,200,text/html;charset=utf-8,yes,,A landmark year of giving from Apple - Apple,2020-12-16T23:59:59Z,2020-12-16T23:59:59Z,1455,https://www.apple.com/newsroom/2020/12/a-landmark-year-of-giving-from-apple/,body_date
AAPL,Apple,company_news_archive,https://www.apple.com/newsroom/archive/,https://www.apple.com/newsroom/2020/12/apple-fitness-plus-the-next-era-of-fitness-is-here-and-everyones-invited/,https://www.apple.com/newsroom/2020/12/apple-fitness-plus-the-next-era-of-fitness-is-here-and-everyones-invited/,html_link,"UPDATE Apple Fitness+: The next era of fitness is here, and everyone’s invited December 14, 2020",2020,200,text/html;charset=utf-8,yes,,"Apple Fitness+: The next era of fitness is here, and everyone’s invited - Apple",2020-12-14T23:59:59Z,2020-12-14T23:59:59Z,1669,https://www.apple.com/newsroom/2020/12/apple-fitness-plus-the-next-era-of-fitness-is-here-and-everyones-invited/,body_date
