ticker,company,source_type,url,hits_years,hit_count,hit_2010,hit_2015,hit_2021,sample_hits,pattern_probe_grade
TRV,Travelers,earnings_results_archive,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,2010|2015|2021,3,True,True,True,2010 200 Travelers Investor Relations | Financial Information - Quarterly Results -> https://investor.travelers.com/financial-information/quarterly-results/default.aspx?year=2010 || 2015 200 Travelers Investor Relations | Financial Information - Quarterly Results -> https://investor.travelers.com/financial-information/quarterly-results/default.aspx?year=2015 || 2021 200 Travelers Investor Relations | Financial Information - Quarterly Results -> https://investor.travelers.com/financial-information/quarterly-results/default.aspx?year=2021,old_and_recent_pattern
TRV,Travelers,press_releases_archive,https://investor.travelers.com/newsroom/press-releases/default.aspx,2010|2015|2021,3,True,True,True,2010 200 Travelers Investor Relations | Newsroom - Press Releases -> https://investor.travelers.com/newsroom/press-releases/default.aspx?year=2010 || 2015 200 Travelers Investor Relations | Newsroom - Press Releases -> https://investor.travelers.com/newsroom/press-releases/default.aspx?year=2015 || 2021 200 Travelers Investor Relations | Newsroom - Press Releases -> https://investor.travelers.com/newsroom/press-releases/default.aspx?year=2021,old_and_recent_pattern
UNH,UnitedHealth Group,earnings_results_archive,https://www.unitedhealthgroup.com/investors/financial-reports.html,2010|2015|2021,3,True,True,True,2010 200 Financial & Earnings Reports - UnitedHealth Group -> https://www.unitedhealthgroup.com/investors/financial-reports.html?year=2010 || 2015 200 Financial & Earnings Reports - UnitedHealth Group -> https://www.unitedhealthgroup.com/investors/financial-reports.html?year=2015 || 2021 200 Financial & Earnings Reports - UnitedHealth Group -> https://www.unitedhealthgroup.com/investors/financial-reports.html?year=2021,old_and_recent_pattern
UNH,UnitedHealth Group,investor_relations,https://www.unitedhealthgroup.com/investors.html,2010|2015|2021,3,True,True,True,2010 200 Investor Information - UnitedHealth Group -> https://www.unitedhealthgroup.com/investors.html?year=2010 || 2015 200 Investor Information - UnitedHealth Group -> https://www.unitedhealthgroup.com/investors.html?year=2015 || 2021 200 Investor Information - UnitedHealth Group -> https://www.unitedhealthgroup.com/investors.html?year=2021,old_and_recent_pattern
UNH,UnitedHealth Group,press_releases_archive,https://www.unitedhealthgroup.com/newsroom/press-releases.html,2010|2015|2021,3,True,True,True,2010 200 Press Releases - UnitedHealth Group -> https://www.unitedhealthgroup.com/newsroom/press-releases.html?year=2010 || 2015 200 Press Releases - UnitedHealth Group -> https://www.unitedhealthgroup.com/newsroom/press-releases.html?year=2015 || 2021 200 Press Releases - UnitedHealth Group -> https://www.unitedhealthgroup.com/newsroom/press-releases.html?year=2021,old_and_recent_pattern
V,Visa,company_news_archive,https://corporate.visa.com/en/sites/visa-perspectives/newsroom.html,,0,False,False,False,,no_pattern_hits
V,Visa,earnings_results_archive,https://investor.visa.com/financial-information/quarterly-earnings/default.aspx,,0,False,False,False,,no_pattern_hits
V,Visa,press_releases_archive,https://usa.visa.com/about-visa/newsroom/press-releases.html,,0,False,False,False,,no_pattern_hits
VZ,Verizon,company_news_archive,https://www.verizon.com/about/news,2010|2015|2021,3,True,True,True,2010 200 Verizon News &amp; Stories | About Verizon -> https://www.verizon.com/about/news?year=2010 || 2015 200 Verizon News &amp; Stories | About Verizon -> https://www.verizon.com/about/news?year=2015 || 2021 200 Verizon News &amp; Stories | About Verizon -> https://www.verizon.com/about/news?year=2021,old_and_recent_pattern
VZ,Verizon,earnings_results_archive,https://www.verizon.com/about/investors/quarterly-reports,2010|2015|2021,3,True,True,True,2010 200 Quarterly Earnings Conference Call Webcasts | About Verizon -> https://www.verizon.com/about/investors/quarterly-earnings || 2015 200 Quarterly Earnings Conference Call Webcasts | About Verizon -> https://www.verizon.com/about/investors/quarterly-earnings || 2021 200 Quarterly Earnings Conference Call Webcasts | About Verizon -> https://www.verizon.com/about/investors/quarterly-earnings,old_and_recent_pattern
VZ,Verizon,press_releases_archive,https://www.verizon.com/about/news/press-releases,2010|2015|2021,3,True,True,True,2010 200 Press Releases | About Verizon -> https://www.verizon.com/about/news/press-releases?year=2010 || 2015 200 Press Releases | About Verizon -> https://www.verizon.com/about/news/press-releases?year=2015 || 2021 200 Press Releases | About Verizon -> https://www.verizon.com/about/news/press-releases?year=2021,old_and_recent_pattern
WMT,Walmart,company_news_archive,https://corporate.walmart.com/news,2010|2015|2021,3,True,True,True,"2010 200 2010 -> https://corporate.walmart.com/news/2010 || 2015 200 2015 -> https://corporate.walmart.com/news/2015 || 2021 200 Walmart Corporate News, Purpose &amp; Leadership -> https://corporate.walmart.com/content/corporate/en_us.html",old_and_recent_pattern
WMT,Walmart,earnings_results_archive,https://stock.walmart.com/financial-information/financial-results,2010|2015|2021,3,True,True,True,2010 200 Financial Results :: Walmart Inc. (WMT) -> https://stock.walmart.com/financial-information/financial-results?year=2010 || 2015 200 Financial Results :: Walmart Inc. (WMT) -> https://stock.walmart.com/financial-information/financial-results?year=2015 || 2021 200 Financial Results :: Walmart Inc. (WMT) -> https://stock.walmart.com/financial-information/financial-results?year=2021,old_and_recent_pattern
WMT,Walmart,press_releases_archive,https://stock.walmart.com/investors/default.aspx,,0,False,False,False,,no_pattern_hits
